Date,ADA_Price(USDT),ADA_Volume(USDT),ADA_Tradecount,BNB_Price(USDT),BNB_Volume(USDT),BNB_Tradecount,BTC_Price(USDT),BTC_Volume(USDT),BTC_Tradecount,DOT_Price(USDT),DOT_Volume(USDT),DOT_Tradecount,EOS_Price(USDT),EOS_Volume(USDT),EOS_Tradecount,ETC_Price(USDT),ETC_Volume(USDT),ETC_Tradecount,ETH_Volume(USDT),ETH_Tradecount,LINK_Price(USDT),LINK_Volume(USDT),LINK_Tradecount,LTC_Price(USDT),LTC_Volume(USDT),LTC_Tradecount,SOL_Price(USDT),SOL_Volume(USDT),SOL_Tradecount,TRX_Price(USDT),TRX_Volume(USDT),TRX_Tradecount,XLM_Price(USDT),XLM_Volume(USDT),XLM_Tradecount,XRP_Price(USDT),XRP_Volume(USDT),XRP_Tradecount,BTC-Dominance,AddressCount,AverageDailyTransactionFee,AvgGasPrice,BlockCountRewards,BlockDifficulty,BlockReward,BlockSize,BlockTime,DailyActiveERC20Address,DailyActiveEthAddress,EnsRegistrations,EtherPrice,GasLimit,GasUsed,MarketCap,NetworkHash,NetworkUtilization,ERC20 daily token transfer,TransactionFee, Ethereum daily transactions,Uncles,verified-contracts,USD_EURO,USD_YUAN,WGS7YR,Gold_Price,NASDAQ_Ind,OIL_PRICE,GOOGLE_TREND,TWEETS
6/29/2019,0.08924,143553238.2,32008,35.04755,2591596.98,98014,12155.095,69642.07416,732073,0,0,0,6.2754,7403462.75,102812,8.1447,719881.05,18543,425555.1626,233883,3.3758,55522584.24,339919,126.925,650966.5278,156524,0,0,0,0.034385,770377243,46861,0.11327,71596480.6,28438,0.4261,128452215.5,137188,61.46,69032634,0.21,14969393891,6433,2189.983,13631.375,21175,13.18,214435,281218,0,317.32,8003111,39003892119,106696846.5,174666.3416,0.7588,390904,4.81E+20,733337,458,60,0.879198171,6.865,1.88,1413.2,189.75,65.6,5.2,5903
6/30/2019,0.086065,157649399.8,30401,33.81255,2022992.01,101925,11378.615,84512.53044,711267,0,0,0,6.0604,8043978.96,113459,8.0232,906906.14,22520,489028.5684,265958,3.5468,25198062.62,189555,128.565,808645.4478,183220,0,0,0,0.03348,760698135.6,51059,0.10988,52178356.6,22265,0.411085,118288754.1,126465,61.46,69103250,0.2,16147637271,6426,2187.357,13635.0625,20644,13.18,274184,258711,0,290.15,8003093,38256789901,106710481.6,174456.9459,0.7455,438698,4.72E+20,685958,465,34,0.879198171,6.865,1.88,1413.2,189.75,65.6,4.88,4817
7/1/2019,0.082935,130567054.8,30858,32.6959,1835906.62,110760,10739.515,90962.26827,757458,0,0,0,5.92185,10552912.83,151747,7.7843,742692.38,20102,489769.2742,247035,3.5127,25318756.74,164015,123.195,612063.2592,152030,0,0,0,0.03232,768163244.9,50260,0.10547,49788591.3,21261,0.40164,135870243.9,138563,61.46,69181168,0.24,19512205713,6434,2164.524,13612.875,27639,13.16,342689,293928,0,294.17,8003569,45307646635,106724094.5,172460.4335,0.8806,628645,7.83E+20,951985,450,73,0.884407889,6.8487,1.88,1390.05,189.49,65.71,3.96,5281
7/2/2019,0.08204,181051185.5,37185,32.62495,2017364.12,131587,10733.875,109561.0387,870148,0,0,0,5.9736,10062396.68,132242,7.74795,657817.27,18951,493772.9658,255019,3.69645,26694285.35,186154,120.965,469582.087,130201,0,0,0,0.03228,701088474.7,44320,0.10443,47575162.2,21314,0.40244,105939905.9,117094,62.11,69267222,0.19,15735865298,6407,2195.023,13639,26119,13.25,425666,352011,0,291.61,8003595,45784618464,106737733.5,175169.9131,0.8945,610490,5.86E+20,895054,488,78,0.884877444,6.8717,1.88,1393.1,188.28,63.95,3.63,5333
7/3/2019,0.08148,126961632.8,25523,32.2375,1929917.65,99825,11392.49,96815.90029,814754,0,0,0,5.969,7260751.63,100165,7.7797,437237.65,11938,370521.9664,203286,3.61705,11110619.17,87597,120.05,365008.0675,95227,0,0,0,0.03235,542126282.2,37115,0.104215,26992084.9,12308,0.401215,78793554.4,90500,62.11,69373233,0.17,13480141945,6397,2137.119,13548,23075,13.2,321964,325321,3,302.17,8002960,44953815609,106751281.5,169411.2432,0.8804,507033,4.17E+20,753227,452,87,0.88691796,6.8806,1.88,1425.1,188.94,62.69,3.41,9184
7/4/2019,0.07981,100222918.5,20401,32.80535,2194259.8,111687,11542.835,66512.22189,643867,0,0,0,5.8794,5600735.95,81023,7.80555,473987.86,14144,270791.3688,155911,3.4692,9880436.75,82943,120.475,375062.7427,103018,0,0,0,0.03204,569401547.1,33398,0.1023,24616084.7,11196,0.395905,71298699.9,85963,62.11,69471574,0.14,12364123019,6411,2117.861,13630.5625,22679,13.21,278266,318175,0,283.1,8003076,41952762977,106764912,168938.6016,0.819,465329,3.78E+20,747514,481,73,0.88691796,6.8806,1.88,1415.25,188.94,63.43,3.08,6762
7/5/2019,0.0769,62936464.8,15295,32.79825,1501826.74,71518,11058.2,63534.35058,564857,0,0,0,5.72975,4258687.64,61138,7.79245,374875.71,10074,261139.2834,151476,3.54775,10535825.86,88803,118.995,223608.7126,70527,0,0,0,0.031605,530853142.2,31305,0.099475,21766619.4,8987,0.383015,71395559.6,84023,62.11,69549941,0.18,14987264501,6379,2136.291,13527.875,24935,13.24,355700,291322,1,287.9,8003320,42715588995,106778439.9,169048.8549,0.8375,570524,5.21E+20,849080,458,57,0.891583452,6.8925,1.88,1414.4,189.47,63.55,2.86,4967
7/6/2019,0.07685,80875797.3,17670,32.56975,1122287.44,49332,11119.45,51469.49633,470692,0,0,0,5.75545,4080213.29,55796,7.84425,265471.07,8558,196064.6471,122419,3.55015,4979198.01,44022,118.3,153816.698,54124,0,0,0,0.032,479665201.8,29831,0.10189,20408622.3,9232,0.384505,94972192.3,99868,62.11,69641677,0.18,14142027457,6483,2160.728,13784.375,26562,13.04,339342,269958,0,287.98,8003160,42335203891,106792224.3,174383.7818,0.8171,524755,4.59E+20,754040,490,45,0.891583452,6.8925,1.96,1414.4,189.47,63.55,2.86,4356
7/7/2019,0.078545,52015864.1,12826,32.74075,1219900.05,47511,11331.345,38884.7956,366769,0,0,0,5.84845,2781359.82,37798,7.89495,166544.96,5615,246111.366,146592,3.37,5553670.72,46263,118.88,142378.6143,45147,0,0,0,0.033385,718544812.9,41067,0.104685,16372709.1,8040,0.39341,65893195.7,80093,62.11,69746648,0.15,11147195619,6482,2150.254,13692.0625,25644,13.06,209778,245114,0,306.43,8002639,38243194614,106805916.3,171995.4145,0.7386,401731,2.93E+20,582067,429,37,0.891583452,6.8925,1.96,1414.4,189.47,63.55,3.63,4347
7/8/2019,0.07993,84701755.9,18172,33.1607,1493676.78,69688,11824.3,52182.36722,507860,0,0,0,5.93315,3686162.35,53995,7.97945,229441.9,7531,289607.3418,156865,3.3056,5283821.17,45082,121.2,219116.9219,66939,0,0,0,0.03425,647801024.5,46128,0.10478,17548312.2,8858,0.39862,68579169.6,78222,62.11,69835209,0.21,15397601493,6419,2135.383,13661.8125,30983,13.08,324484,298845,0,313.34,8003390,43061046372,106819578.2,170731.7849,0.8395,500464,5.34E+20,809796,489,77,0.892219843,6.8808,1.96,1404.9,188.5,64.72,3.63,5804
7/9/2019,0.078965,77997383.5,17613,32.93495,1226644.52,73730,12391.005,78442.13034,660273,0,0,0,5.91255,4985903.78,76279,7.93985,276436.48,9687,309447.3493,183056,3.2002,9165611.15,67093,121.08,233440.1204,73699,0,0,0,0.03404,450276328.9,39683,0.10255,26448703.8,13306,0.39717,84918198.9,93981,65.51,69925673,0.18,13383300658,6453,2183.766,13672.625,23460,13.03,225068,319067,0,307.89,8003040,43445070569,106833250.8,174574.869,0.8426,421958,4.42E+20,771955,454,86,0.89206066,6.8866,1.96,1387.9,189.34,64.35,3.85,7138
7/10/2019,0.07482,129284146.4,27315,31.8517,1583726.64,98418,12328.44,109246.045,899391,0,0,0,5.5772,13969485.37,161960,7.57965,540393.34,15140,457080.9406,241966,3.0918,9566090.98,73143,113.77,507821.3086,141526,0,0,0,0.03315,499515462.6,48165,0.098035,44415639.9,20252,0.377575,140899188,144363,65.51,70020052,0.15,12326418288,6398,2197.977,13615.125,22416,13.19,200844,303260,0,288.64,8002906,41370585703,106846865.9,175227.6061,0.809,391756,3.75E+20,736096,490,81,0.888099467,6.8705,1.96,1395.45,189.41,66.1,5.28,8031
7/11/2019,0.068425,143858522.8,30032,30.32005,1746010.06,105921,11725.5,87506.46106,760057,0,0,0,4.9772,17980551.11,200024,6.9508,688749.43,17257,501592.7521,278211,2.95095,7302194.48,52546,105.635,566917.4067,147490,0,0,0,0.02999,707404598.9,60594,0.090895,34474672.9,17112,0.34508,168118356.8,161574,65.51,70096363,0.2,17687551350,6436,2236.779,13685.125,28000,13.15,328779,282704,0,268.56,8003003,46059938470,106860551,179304.7615,0.8962,634787,7.32E+20,975288,490,84,0.888020602,6.8682,1.96,1423.1,188.35,67.57,5.83,6569
7/12/2019,0.067225,102400610.9,21929,30.65505,2944729.48,152004,11550.05,56321.85828,537561,0,0,0,4.73645,8803293.65,99255,6.6965,302374.36,8488,266734.5421,150653,2.9765,11732670.96,78572,103.93,204977.5243,67913,0,0,0,0.02865,344054096.1,31033,0.09236,55303021.2,24180,0.33612,126888778,115413,65.51,70198681,0.16,13888489542,6339,2269.238,13494.625,22371,13.38,231674,301034,0,275.41,8002879,42144057433,106874045.7,179359.1291,0.8324,414775,4.22E+20,726392,490,92,0.888572952,6.8796,1.96,1405.6,188.54,67.36,7.15,5919
7/13/2019,0.06809,82744562.2,17818,31.68075,1744138.78,94780,11556.49,54245.59455,510305,0,0,0,4.76895,6192644.18,69846,6.68755,400799.79,10326,205959.2685,132115,3.1656,9069996.44,65182,102.945,229252.9613,67648,0,0,0,0.02891,237186848.9,22524,0.096935,31341358.4,14797,0.33771,86057978.8,89325,65.51,70284584,0.14,11680585984,6438,2237.792,13651.4375,17767,13.17,170384,241032,0,268.94,8002193,35740368392,106887697.1,178738.4731,0.6954,325832,3.11E+20,587283,463,39,0.888572952,6.8796,1.94,1405.6,188.54,67.36,8.36,5733
7/14/2019,0.062975,113952685.4,24446,30.0074,2117967.02,121567,10764.98,72517.57924,649043,0,0,0,4.425,9790162.57,111458,6.1246,889266.64,21108,540052.5842,260313,2.97725,8270840.72,55500,95.36,429594.9695,116783,0,0,0,0.02677,441526047,39366,0.09078,29786219.7,15764,0.3179,132780312.2,132443,65.51,70365432,0.15,14577611095,6525,2259.987,13781.1875,19199,13,199345,252370,0,226.16,8002783,39643225171,106901478.3,182054.5074,0.7604,374915,4.06E+20,613490,435,57,0.888572952,6.8796,1.94,1405.6,188.54,67.36,7.37,5176
7/15/2019,0.059045,154031537.4,30650,28.59585,2958931.55,151935,10506.45,81922.42633,732206,0,0,0,4.1967,10938591.71,135596,5.69535,1285469.64,22740,715991.2069,320571,2.73525,7328956.43,47037,90.05,382169.248,99683,0,0,0,0.025185,522586220.2,39482,0.085445,35108721,16375,0.308265,160631099.6,159417,65.51,70472575,0.15,14426857237,6346,2279.064,13502.25,36630,13.32,217631,301200,0,228.14,8003230,44732959212,106914980.5,180056.646,0.8825,439144,4.98E+20,743294,480,63,0.888099467,6.8769,1.94,1416.25,187.41,66.79,7.59,5909
7/16/2019,0.05541,154418292,28289,26.85355,3723845.18,184787,10136.685,97219.44341,796646,0,0,0,3.9747,17659083.76,167341,5.5473,1207017.32,23222,715604.832,315783,2.44295,8049014.93,52392,85.02,483565.9321,110254,0,0,0,0.02308,701878804.1,56482,0.081845,35272257.4,17313,0.30415,162767430.3,162253,65.18,70535614,0.2,22122486062,6318,2199.583,13545.625,30145,13.37,278675,241843,0,198.71,8003389,46872912292,106928526.2,174846.4557,0.9284,710256,1.02E+21,1003278,550,55,0.891901534,6.8753,1.94,1416.1,187.46,66.13,7.48,6359
7/17/2019,0.053425,143916988.9,25314,26.34195,5620644.87,226901,9549.045,84942.67272,757742,0,0,0,3.74685,13930817.91,148415,5.5176,942345.47,16496,694854.1013,306708,2.29635,13229065.69,73776,84.785,611125.0826,146125,0,0,0,0.021865,603355249.4,48413,0.079475,39684400.8,19316,0.302885,159617507.6,167509,65.18,70611841,0.19,19083353124,6381,2246.232,13648.0625,25513,13.22,316590,286567,0,211.29,8003846,45839158146,106942174.2,179646.5336,0.899,527516,7.41E+20,830029,529,87,0.89031339,6.8731,1.94,1400.8,186.26,64.6,8.03,6507
7/18/2019,0.05677,127563581.5,25374,28.2907,6272574.38,239397,10148.01,80283.31025,734821,0,0,0,3.96625,9895495.37,103881,5.86095,752750.59,14661,609081.4909,264573,2.53255,13388877.99,80822,95.57,609872.1013,160015,0,0,0,0.024175,565772211.3,50724,0.084445,89103372.8,36692,0.315335,129902403.6,137000,65.18,70697578,0.13,13195635523,6478,2244.27,13704.75,25430,12.98,223564,273646,0,226.09,8003031,42200475154,106955879,179801.3623,0.8161,394262,3.78E+20,667874,444,97,0.890630566,6.8788,1.94,1420.9,185.38,63.1,11,5894
7/19/2019,0.059,84917358.7,17586,28.98005,3934648.14,135486,10566.465,56546.93213,567735,0,0,0,4.06795,5244507.99,61155,5.9351,484597.37,11380,371622.2187,178357,2.6373,5548232.12,37423,99.69,366646.2398,106138,0,0,0,0.02683,562253926.8,53283,0.090855,56573908.5,25408,0.319575,68682413.2,90742,65.18,70765648,0.16,17348942255,6364,2200.521,13484.1875,24035,13.29,361685,270643,0,221.28,8003200,42503784373,106969363.2,173673.0553,0.8366,588067,5.98E+20,815548,455,112,0.891265597,6.8812,1.94,1437.05,184.44,62.93,6.38,5372
7/20/2019,0.06113,117752709.7,23619,30.04735,2871032.06,92243,10623.005,47331.89985,461660,0,0,0,4.1691,6169265.44,68057,6.0073,518656.94,10403,325393.9723,158590,2.6195,4607848.26,32818,99.25,355926.0234,94907,0,0,0,0.028515,614087392.7,53609,0.094055,37077103.2,17460,0.325745,84000903.4,90591,65.18,70860463,0.11,11840097601,6504,2219.973,13706.375,17756,13.02,228868,239642,0,228.71,8002078,37385012405,106983069.5,177854.7534,0.7194,476458,2.88E+20,584085,418,56,0.891265597,6.8812,1.94,1437.05,184.44,62.93,2.31,4475
7/21/2019,0.061845,68228587.5,14580,30.7805,2167635.68,73214,10664.86,38834.28794,395452,0,0,0,4.31475,4392552.39,50919,6.2038,277273.04,6467,270046.1519,149561,2.5844,3349432.24,24791,99.98,247121.4314,66584,0,0,0,0.02908,458348549.1,41428,0.09286,24961848.4,12047,0.33172,64040258.2,75857,65.18,70958029,0.12,12479706324,6403,2200.419,13486.5,16272,13.21,209748,217168,4,225.4,8002111,34552918086,106996556,173257.495,0.6762,382260,2.74E+20,522416,400,36,0.891265597,6.8812,1.94,1437.05,184.44,62.93,2.31,4397
7/22/2019,0.06033,66144743.4,14245,30.66195,3469751.44,135438,10465.23,40467.95484,389565,0,0,0,4.2274,4684268.8,54647,6.3121,566520.79,10590,271310.4045,155651,2.46985,3419071.85,24351,97.525,318533.9601,77446,0,0,0,0.02789,621366754.8,50467,0.08997,27489791.5,11586,0.32585,64393272.5,73334,65.18,71055412,0.11,12142840638,6481,2163.176,13668.25,19019,13.07,239629,278790,0,217.22,8002490,37882509038,107010224.3,172778.6891,0.7331,439923,3.19E+20,640666,420,81,0.891742465,6.8803,1.94,1424.45,183.57,64.27,2.31,5911
7/23/2019,0.05757,80784585.8,14406,30.20775,2639256.42,89007,10103.995,47624.37071,448147,0,0,0,4.1384,5129859.62,60013,6.1985,466819.85,7948,317876.4824,169515,2.3804,5670564,36656,92.73,264516.2157,61781,0,0,0,0.02541,2040269729,126810,0.086565,22564128.5,11005,0.31513,63905860.1,76827,64.38,71155345,0.12,13450918814,6477,2197.931,13665.0625,19176,13.03,224803,241417,1,212.21,8002730,37709699473,107023889.3,175478.344,0.7295,401105,3.47E+20,606795,421,69,0.89637863,6.8787,1.94,1417.55,183.33,63.92,2.64,5467
7/24/2019,0.057195,97796862.8,16248,29.1321,2337675.12,114846,9814.03,43475.38038,424762,0,0,0,4.3687,9920069.86,103962,6.0678,444455.99,9390,331162.6484,188919,2.3779,5323022.48,36533,92.3,355813.0883,87875,0,0,0,0.02397,986107438.8,64071,0.085145,17837883.5,9278,0.312125,67739907.8,78839,64.38,71231625,0.18,18814448444,6436,2213.006,13663.6875,26210,13.1,308420,228786,0,216.66,8003837,44545540143,107037553,176912.3762,0.8676,649104,7.36E+20,907213,471,56,0.897585495,6.8717,1.94,1425.55,184.94,64.58,2.42,5089
7/25/2019,0.058635,78359388.9,13983,28.8751,2187610.96,105692,9821.635,37873.35473,368176,0,0,0,4.5745,6397651.96,71295,6.0497,367646.4,7584,280370.2963,167223,2.3793,4029732.82,26227,93.825,228403.4838,61303,0,0,0,0.023345,533845644.1,35584,0.08576,15679104.7,8402,0.31441,54892791.7,66454,64.38,71308449,0.17,17932204080,6358,2208.939,13560.8125,27839,13.3,344638,233019,0,219.41,8003494,46406253490,107051113.8,175360.1291,0.9133,738952,7.27E+20,949864,501,74,0.89637863,6.8714,1.94,1426.35,182.82,64.55,2.42,4969
7/26/2019,0.06057,105911989.2,19015,28.91135,1929538.17,115243,9853.075,27167.46322,299935,0,0,0,4.591,4483882.36,56408,6.1026,226065.65,4852,197781.9865,133271,2.3802,1979267.83,14829,93.645,169220.3203,50593,0,0,0,0.02304,319942273.9,28989,0.08673,17137315,8737,0.318175,55029583.8,62846,64.38,71409635,0.12,12838413297,6451,2181.236,13670.5625,19444,13.16,267362,258260,0,219.23,8003158,42026126081,107064784.4,174397.9111,0.8158,452319,3.61E+20,640260,457,72,0.899199712,6.8785,1.94,1418.25,184.75,64.02,1.98,5190
7/27/2019,0.061235,91740858.9,18196,28.3249,1490587.94,73125,9650.26,43809.7783,401418,0,0,0,4.44245,7565969.92,88774,6.07235,494365.72,9323,301209.4111,180170,2.32035,4296972.72,25633,91.4,250915.2499,66974,0,0,0,0.022535,363611916.9,31321,0.0861,20061554.3,9644,0.31634,64056737.5,75595,64.38,71499965,0.13,11947823376,6477,2244.23,13681.0625,17755,13.09,199760,244359,5,219.85,8002684,41331053427,107078465.5,179382.5403,0.7988,370195,3.35E+20,577697,429,42,0.899199712,6.8785,1.86,1418.25,184.75,64.02,2.09,4250
7/28/2019,0.0596,55780383.9,10988,27.74695,1330561.28,63037,9510.23,29401.02294,271327,0,0,0,4.27795,4693129.83,57251,5.92405,380787.86,7875,218801.1669,132599,2.2264,1921301.06,13005,89.415,201075.7721,53876,0,0,0,0.02213,348785357.7,30854,0.08417,10583490.8,5919,0.31092,42792457.7,54388,64.38,71605072,0.1,10847884346,6458,2227.385,13564.5625,17274,13.14,239444,241052,0,211.15,8002664,41079658842,107092030,176411.9848,0.7959,420876,2.62E+20,572697,385,29,0.899199712,6.8785,1.86,1418.25,184.75,64.02,2.09,4264
7/29/2019,0.05987,71237105.1,15197,27.35405,1145223.44,57496,9524.59,29021.93741,294468,0,0,0,4.2438,4833909.63,54379,5.9217,344444.74,7686,226941.28,133256,2.17145,2228158.07,15361,90.165,233655.4407,56594,0,0,0,0.022175,248400369.2,23320,0.08368,13953681.5,7406,0.311105,39176999,54550,64.38,71697460,0.11,12397806559,6379,2228.789,13489.625,20132,13.27,210444,266938,0,211.52,8002799,41064971548,107105519.7,175646.1396,0.8062,388084,3.48E+20,676990,430,69,0.897504936,6.8927,1.86,1418.95,183.98,63.79,2.42,5350
7/30/2019,0.060065,50580079.5,10218,26.9703,1143523.29,48504,9541.64,32536.36883,283961,0,0,0,4.20335,3029179.81,43278,5.9295,199287.64,4215,222683.7939,129043,2.0966,4818376.29,29343,90.24,166817.9333,49848,0,0,0,0.02203,165048373.9,15219,0.08334,12187508.3,6601,0.314135,52340164.1,59940,66.86,71782400,0.11,12981815912,6502,2245.719,13744.1875,20527,13.03,219098,302784,0,209.82,8003308,42665278458,107119263.8,180307.3545,0.8212,396732,3.81E+20,715782,435,57,0.897021887,6.8833,1.86,1428.45,185.48,64.62,2.42,7717
7/31/2019,0.05993,85023597,14514,27.36895,1934429.49,74357,9827.765,39515.35456,364212,0,0,0,4.30645,2632887.92,41163,5.9888,298000.95,6830,207213.5566,122971,2.1387,4592022.53,27588,94.44,280442.0191,75356,0,0,0,0.02223,197103935.8,16596,0.083565,18367965.4,8470,0.31885,48948448.5,60737,66.86,71870226,0.13,13135247596,6405,2214.318,13522.5625,20452,13.22,283432,261034,0,218.7,8002929,44134304019,107132786.4,174941.351,0.8632,469935,4.09E+20,684284,421,77,0.898472597,6.8833,1.86,1430.55,184.19,65.53,1.98,10191
8/1/2019,0.059335,67797310.5,12486,28.2218,2252484.64,100225,10227.76,41727.63703,378062,0,0,0,4.35935,3026872.22,52727,6.00735,319072.97,7087,186806.1884,116919,2.18895,2890541.35,17489,98.705,256621.8003,78012,0,0,0,0.022255,256654172.1,19314,0.08328,12997450.3,7428,0.317625,46026847.5,58206,66.86,71939514,0.18,18322408906,6343,2186.554,13531.875,25699,13.37,343057,247715,0,217.51,8003204,45737780746,107146318.3,173228.7337,0.9023,629037,7.07E+20,877643,502,75,0.903995661,6.8972,1.86,1406.4,182.32,63.37,5.28,5972
8/2/2019,0.057955,74752190.5,13990,28.425,1503260.49,71004,10449.375,42990.44422,431322,0,0,0,4.2397,3965253.06,57543,5.91875,232019.57,5328,206867.0304,123571,2.29415,6325797.01,34657,96.69,284902.0267,60048,0,0,0,0.02192,347535803,23183,0.08234,14558871.6,7290,0.31366,43108296.3,52619,66.86,72018704,0.14,14823555455,6511,2186.467,13777.1875,22452,13.03,362419,269576,0,217.7,8003037,43475084335,107160095.5,176081.4457,0.8355,525894,4.92E+20,768312,447,65,0.899928006,6.9387,1.86,1436.05,181.37,61.55,6,5265
8/3/2019,0.057555,34213661.1,7648,27.93665,1209344.97,57835,10670.305,33802.31882,348893,0,0,0,4.23705,2687301.01,45550,5.8826,184641.47,3746,181591.953,110659,2.424,11329664.01,67463,94.485,187442.2664,41114,0,0,0,0.02178,240215016.1,20183,0.08216,13034339.9,6469,0.31383,39924755.2,52161,66.86,72096877,0.16,17617275530,6472,2231.041,13675.0625,22397,13.08,287862,226728,7,217.73,8003329,42613281734,107173770.5,178405.7882,0.824,542085,5.74E+20,783492,437,41,0.899928006,6.9387,1.62,1436.05,181.37,61.55,5.1,4363
8/4/2019,0.056895,69058546.3,12318,27.55835,968862.84,51694,10873.045,39924.74514,353721,0,0,0,4.2531,1959217.45,34902,5.9884,281034.21,6084,135622.0258,90502,2.46425,6257643.44,42790,93.395,210063.3443,42921,0,0,0,0.02206,414198521.8,31236,0.08209,11758879.3,6611,0.31704,52990179.1,57848,66.86,72192797,0.1,10409458393,6435,2275.029,13597.8125,18037,13.15,241675,239596,0,222.7,8002497,39792864287,107187368.3,180738.4185,0.7735,406690,2.63E+20,569134,429,38,0.899928006,6.9387,1.62,1436.05,181.37,61.55,5.1,4009
8/5/2019,0.05626,95585569.9,16942,27.6974,1170561.81,66738,11379.395,65153.67371,622610,0,0,0,4.33825,4535570.48,58374,6.1367,413028.66,8967,307956.2721,173092,2.48295,5401188.63,34002,94.62,708024.7331,126143,0,0,0,0.022595,646974465.4,40608,0.082155,25812179.5,11761,0.320325,86161482,84676,66.86,72278751,0.12,12210509054,6445,2296.427,13648.5625,21331,13.11,247206,302804,0,233.19,8003229,43510175696,107201016.9,183235.7199,0.8445,435381,3.67E+20,718438,449,93,0.893096365,7.0481,1.62,1457.45,175.63,60.41,5.94,4908
8/6/2019,0.05501,93915189.8,17154,27.8325,1420475.2,70983,11655.845,76705.38988,625827,0,0,0,4.3257,5237365.75,60579,6.02295,359774.86,8441,341279.0816,172932,2.4692,6060839.71,36003,94.775,370218.4967,62210,0,0,0,0.02232,598566799.9,36714,0.080405,27635495.5,13327,0.31696,73359257.9,74937,68.6,72386075,0.12,12165349434,6450,2300.602,13602.5,21464,13.14,232418,314606,0,228.7,8003226,46802710127,107214619.4,182823.2826,0.9083,419206,4.00E+20,732052,416,91,0.893176134,7.0192,1.62,1461.85,176.72,59.59,4.92,4725
8/7/2019,0.0527,91400786.3,16225,28.66165,2406222.92,114515,11728.36,69173.39035,592916,0,0,0,4.2064,3164784.11,41034,5.8851,242497.57,5276,279104.7037,159413,2.4324,3394545.7,23156,91.82,298275.7561,57993,0,0,0,0.021675,462913789.6,32812,0.07851,18743034.3,8866,0.311345,60660819,71918,68.6,72476636,0.11,11738350907,6482,2304.188,13690.3125,21790,13.1,282768,281041,7,225.99,8003430,45632237357,107228309.7,184308.3472,0.8804,471888,3.72E+20,742477,429,65,0.88999644,7.0592,1.62,1487.65,176.51,57.7,4.92,4853
8/8/2019,0.052035,95176892.2,15572,30.3882,3071362.08,130790,11987.405,51207.25717,473584,0,0,0,4.19675,2304702.96,32816,5.95345,317495.3,6938,236886.3542,132568,2.3319,2864214,18648,90.37,227275.8501,42371,0,0,0,0.0218,469347590.2,33624,0.07779,19184468.4,7853,0.30959,57294619.1,65386,68.6,72553375,0.12,12955325988,6384,2313.651,13520.9375,21149,13.26,354227,275946,24,221.18,8002988,44510800538,107241830.7,182923.0343,0.8718,532040,3.91E+20,692736,447,86,0.89206066,7.044,1.62,1497.4,178.95,57.38,4.5,4482
8/9/2019,0.0499,97693304,15102,30.4807,1469206.79,78820,11937.08,39427.15259,410902,0,0,0,4.0371,4202931.27,52053,5.91135,214862.6,4846,232062.1276,140538,2.22265,2368990.8,14805,87.16,245919.9803,46855,0,0,0,0.020895,477029050.2,38953,0.074405,28570459.8,12121,0.30236,57778056.4,67592,68.6,72636554,0.12,13282666611,6420,2289.775,13540.125,21193,13.17,273588,290546,0,210.47,8003036,43062666206,107255370.8,181114.8757,0.8392,453939,4.12E+20,721762,414,72,0.891106755,7.0613,1.62,1503.5,177.86,57.88,5.04,4081
8/10/2019,0.049835,159929386.9,23125,29.7315,1310985.06,65462,11594.645,42633.08705,399237,0,0,0,3.9858,4280759.33,46229,5.73865,330583.83,6665,252614.0239,142706,2.2513,5262480.44,33194,84.855,243663.591,49150,0,0,0,0.020145,497124101.9,34029,0.07282,21121216.4,10429,0.29784,58253124,64260,68.6,72724567,0.11,12206554100,6496,2320.543,13730.8125,18119,13.01,205285,272786,0,206.26,8002710,40025574152,107269101.6,186207.4469,0.7712,364099,3.22E+20,630929,437,66,0.891106755,7.0613,1.54,1503.5,177.86,57.88,4.74,3650
8/11/2019,0.05333,126245811.6,20054,29.95525,1563332.29,56524,11429.605,26772.90691,306234,0,0,0,4.13315,3259239.13,37249,5.74155,228875.2,4894,188474.0905,112904,2.3743,3709082.7,23950,87.695,196951.4023,41822,0,0,0,0.02058,401173088.4,29090,0.07597,28985242.6,13794,0.301115,36131805.2,49872,68.6,72817777,0.11,11603713466,6423,2298.714,13533.6875,16995,13.17,182066,241555,2,216.39,8002795,38876611860,107282635.3,181715.4689,0.7578,325984,2.87E+20,582507,407,37,0.891106755,7.0613,1.54,1503.5,177.86,57.88,4.02,3638
8/12/2019,0.053915,62731467.1,10275,30.2137,1525430.31,51008,11467.58,17568.22708,255966,0,0,0,4.16625,1457267.02,17188,5.81095,136628.39,3063,122760.9462,85543,2.40325,2574671.09,37821,87.89,147573.8793,31951,0,0,0,0.020725,410090994.1,29172,0.076835,10714083.2,5586,0.30188,26440605.7,40292,68.6,72922334,0.11,12880972727,6484,2309.763,13679.125,20175,13.01,246961,300812,0,211.28,8003131,42552930746,107296314.4,184513.6914,0.8205,419338,3.80E+20,712949,418,66,0.891901534,7.0578,1.54,1501.95,175.4,57.84,5.22,4050
